IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.169.182,2096,2096,true,SIN,Asia Pacific,Singapore,116,0.00
47.91.25.66,8443,0,true,NRT,Asia Pacific,Tokyo,117,0.00
47.91.17.102,2052,2052,false,NRT,Asia Pacific,Tokyo,121,0.00
8.219.245.187,2087,2087,true,SIN,Asia Pacific,Singapore,123,0.00
47.236.233.166,2087,2087,true,SIN,Asia Pacific,Singapore,123,0.00
47.236.110.238,443,443,true,SIN,Asia Pacific,Singapore,129,0.00
8.219.72.50,2053,2053,true,SIN,Asia Pacific,Singapore,137,0.00
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,137,0.00
47.91.1.38,2086,0,false,NRT,Asia Pacific,Tokyo,139,0.00
47.236.192.198,8443,8443,true,SIN,Asia Pacific,Singapore,145,0.00
47.236.166.84,2053,2053,true,SIN,Asia Pacific,Singapore,149,0.00
47.236.171.205,2096,2096,true,SIN,Asia Pacific,Singapore,149,0.00
47.91.10.241,8443,8443,true,NRT,Asia Pacific,Tokyo,150,0.00
8.219.102.252,8443,8443,true,SIN,Asia Pacific,Singapore,150,0.00
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,155,0.00
47.91.22.115,2086,2086,false,NRT,Asia Pacific,Tokyo,156,0.00
47.91.3.179,2083,2083,true,NRT,Asia Pacific,Tokyo,156,0.00
47.91.19.128,8080,0,false,NRT,Asia Pacific,Tokyo,157,0.00
47.91.16.198,2082,2082,false,NRT,Asia Pacific,Tokyo,165,0.00
47.236.204.110,2053,2053,true,SIN,Asia Pacific,Singapore,167,0.00
8.219.170.58,8880,8880,false,SIN,Asia Pacific,Singapore,167,0.00
47.74.11.153,80,0,false,NRT,Asia Pacific,Tokyo,168,0.00
47.91.16.198,8080,0,false,NRT,Asia Pacific,Tokyo,169,0.00
47.91.21.149,2052,2052,false,NRT,Asia Pacific,Tokyo,169,0.00
47.245.2.231,2086,2086,false,NRT,Asia Pacific,Tokyo,171,0.00
47.91.21.127,2095,2095,false,NRT,Asia Pacific,Tokyo,172,0.00
47.91.1.94,2086,0,false,NRT,Asia Pacific,Tokyo,173,0.00
47.91.21.107,2052,2052,false,NRT,Asia Pacific,Tokyo,179,0.00
47.91.16.214,2095,2095,false,NRT,Asia Pacific,Tokyo,181,0.00
47.91.16.214,8880,8880,false,NRT,Asia Pacific,Tokyo,182,0.00
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,195,0.00
47.91.31.231,2086,2086,false,NRT,Asia Pacific,Tokyo,195,0.00
47.245.56.207,2053,2053,true,NRT,Asia Pacific,Tokyo,198,0.00
47.91.2.165,8880,8880,false,NRT,Asia Pacific,Tokyo,199,0.00
47.245.11.220,8080,8080,false,NRT,Asia Pacific,Tokyo,199,0.00
47.91.23.146,2095,2095,false,NRT,Asia Pacific,Tokyo,200,0.00
47.74.15.80,80,80,false,NRT,Asia Pacific,Tokyo,203,0.00
47.91.19.249,2082,0,false,NRT,Asia Pacific,Tokyo,207,0.00
47.91.29.108,8080,8080,false,NRT,Asia Pacific,Tokyo,208,0.00
47.91.2.5,2053,2053,true,NRT,Asia Pacific,Tokyo,208,0.00
47.91.18.207,80,80,false,NRT,Asia Pacific,Tokyo,213,0.00
47.91.31.231,2096,2096,true,NRT,Asia Pacific,Tokyo,217,0.00
47.91.16.214,2083,2083,true,NRT,Asia Pacific,Tokyo,223,0.00
47.91.21.107,2096,2096,true,NRT,Asia Pacific,Tokyo,230,0.00
47.91.22.66,8443,0,true,NRT,Asia Pacific,Tokyo,234,0.00
47.245.59.244,8443,0,true,NRT,Asia Pacific,Tokyo,245,0.00
47.252.30.247,80,0,false,IAD,North America,Ashburn,246,0.00
47.91.3.87,2095,2095,false,NRT,Asia Pacific,Tokyo,252,0.00
47.91.21.149,2095,2095,false,NRT,Asia Pacific,Tokyo,255,0.00
47.91.29.108,2053,0,true,NRT,Asia Pacific,Tokyo,255,0.00
47.91.22.115,2082,2082,false,NRT,Asia Pacific,Tokyo,265,0.00
47.91.21.107,8080,8080,false,NRT,Asia Pacific,Tokyo,265,0.00
8.208.26.210,80,80,false,LHR,Europe,London,270,0.00
47.91.14.62,2087,0,true,NRT,Asia Pacific,Tokyo,272,0.00
