IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,4,8.97
8.222.209.223,2096,2096,true,SIN,Asia Pacific,Singapore,16,8.97
8.219.77.222,2083,2083,true,SIN,Asia Pacific,Singapore,97,8.97
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.96
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,6,8.96
8.219.65.191,2052,2052,false,SIN,Asia Pacific,Singapore,17,8.96
8.219.153.44,8443,8443,true,SIN,Asia Pacific,Singapore,98,8.96
47.236.106.234,2082,2082,false,SIN,Asia Pacific,Singapore,21,8.96
47.236.99.131,8443,8443,true,SIN,Asia Pacific,Singapore,81,8.96
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,191,8.95
47.245.57.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,288,8.95
47.245.52.165,8080,8080,false,NRT,Asia Pacific,Tokyo,288,8.95
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,100,8.95
8.222.133.247,8880,8880,false,SIN,Asia Pacific,Singapore,3,8.95
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,7,8.95
8.222.187.107,8880,8880,false,SIN,Asia Pacific,Singapore,17,8.94
47.236.82.218,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.94
8.219.103.65,8080,8080,false,SIN,Asia Pacific,Singapore,9,8.94
47.245.118.70,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,8.94
47.237.5.164,80,80,false,SIN,Asia Pacific,Singapore,48,8.94
8.219.100.155,2082,2082,false,SIN,Asia Pacific,Singapore,6,8.94
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,12,8.94
8.218.110.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,8.93
8.219.251.81,2053,2053,true,SIN,Asia Pacific,Singapore,130,8.93
47.236.17.165,2053,2053,true,SIN,Asia Pacific,Singapore,63,8.93
47.91.3.179,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.93
47.245.42.210,2082,2082,false,NRT,Asia Pacific,Tokyo,72,8.93
47.245.42.162,2082,2082,false,NRT,Asia Pacific,Tokyo,76,8.93
8.222.214.13,2087,2087,true,SIN,Asia Pacific,Singapore,1034,8.93
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,19,8.93
47.236.114.167,8443,8443,true,SIN,Asia Pacific,Singapore,107,8.92
8.219.186.189,80,80,false,SIN,Asia Pacific,Singapore,35,8.92
8.222.137.192,2053,2053,true,SIN,Asia Pacific,Singapore,103,8.92
8.219.126.3,2096,2096,true,SIN,Asia Pacific,Singapore,94,8.92
47.236.125.4,2096,2096,true,SIN,Asia Pacific,Singapore,194,8.92
8.222.249.98,2082,2082,false,SIN,Asia Pacific,Singapore,32,8.92
47.236.94.109,2052,2052,false,SIN,Asia Pacific,Singapore,41,8.92
8.222.252.123,8443,8443,true,SIN,Asia Pacific,Singapore,63,8.92
8.222.160.61,2083,2083,true,SIN,Asia Pacific,Singapore,94,8.91
47.74.54.145,2095,2095,false,NRT,Asia Pacific,Tokyo,196,8.91
47.74.15.80,8443,8443,true,NRT,Asia Pacific,Tokyo,135,8.91
8.219.255.171,2083,2083,true,SIN,Asia Pacific,Singapore,128,8.91
8.222.213.221,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.91
8.222.154.50,2086,2086,false,SIN,Asia Pacific,Singapore,19,8.91
47.236.82.218,2086,2086,false,SIN,Asia Pacific,Singapore,23,8.91
47.236.106.37,80,80,false,SIN,Asia Pacific,Singapore,21,8.91
8.218.52.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,8.91
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,9,8.90
47.74.13.94,80,80,false,NRT,Asia Pacific,Tokyo,76,8.90
8.217.221.165,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,8.90
8.222.252.123,80,80,false,SIN,Asia Pacific,Singapore,29,8.90
47.74.34.162,8080,8080,false,NRT,Asia Pacific,Tokyo,70,8.89
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,4,8.89
8.222.240.47,2083,2083,true,SIN,Asia Pacific,Singapore,88,8.89
47.245.56.50,2082,2082,false,NRT,Asia Pacific,Tokyo,72,8.89
8.222.130.156,2096,2096,true,SIN,Asia Pacific,Singapore,80,8.89
47.245.13.93,2086,2086,false,NRT,Asia Pacific,Tokyo,74,8.89
47.74.13.94,2052,2052,false,NRT,Asia Pacific,Tokyo,315,8.89
47.245.4.22,2087,2087,true,SIN,Asia Pacific,Singapore,147,8.89
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,23,8.88
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,17,8.88
8.219.102.252,2083,2083,true,SIN,Asia Pacific,Singapore,119,8.88
47.236.170.54,2087,2087,true,SIN,Asia Pacific,Singapore,128,8.88
47.236.161.155,2082,2082,false,SIN,Asia Pacific,Singapore,30,8.88
8.219.40.255,8080,8080,false,SIN,Asia Pacific,Singapore,23,8.88
47.236.88.85,2086,2086,false,SIN,Asia Pacific,Singapore,35,8.88
47.74.54.33,2086,2086,false,NRT,Asia Pacific,Tokyo,178,8.88
47.245.4.96,2082,2082,false,NRT,Asia Pacific,Tokyo,72,8.87
8.219.40.255,2082,2082,false,SIN,Asia Pacific,Singapore,10,8.87
47.236.76.199,8080,8080,false,HKG,Asia Pacific,Hong Kong,65,8.87
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,114,8.87
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,76,8.87
47.242.174.27,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,8.87
8.219.13.143,8080,8080,false,SIN,Asia Pacific,Singapore,23,8.87
47.74.34.162,2083,2083,true,NRT,Asia Pacific,Tokyo,105,8.87
8.222.236.229,2087,2087,true,SIN,Asia Pacific,Singapore,115,8.86
8.219.53.222,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.86
8.219.122.96,2096,2096,true,SIN,Asia Pacific,Singapore,60,8.86
8.218.105.223,8443,8443,true,HKG,Asia Pacific,Hong Kong,115,8.86
8.222.229.102,2082,2082,false,SIN,Asia Pacific,Singapore,17,8.86
8.222.129.245,2095,2095,false,SIN,Asia Pacific,Singapore,55,8.86
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,151,8.86
8.222.188.56,80,80,false,SIN,Asia Pacific,Singapore,21,8.86
47.74.27.211,2095,2095,false,NRT,Asia Pacific,Tokyo,341,8.86
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,8.86
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,26,8.86
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,20,8.85
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,15,8.85
47.245.33.163,2053,2053,true,NRT,Asia Pacific,Tokyo,76,8.85
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,7,8.85
47.236.11.84,2086,2086,false,SIN,Asia Pacific,Singapore,24,8.85
8.219.97.179,2096,2096,true,SIN,Asia Pacific,Singapore,107,8.85
8.222.193.208,2096,2096,true,SIN,Asia Pacific,Singapore,87,8.85
8.219.97.179,2095,2095,false,SIN,Asia Pacific,Singapore,7,8.85
47.236.173.200,2087,2087,true,SIN,Asia Pacific,Singapore,104,8.85
8.218.119.115,80,80,false,HKG,Asia Pacific,Hong Kong,44,8.84
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,8.84
8.219.40.255,2083,2083,true,SIN,Asia Pacific,Singapore,151,8.84
47.74.9.174,2087,2087,true,NRT,Asia Pacific,Tokyo,97,8.84
8.222.222.64,2095,2095,false,SIN,Asia Pacific,Singapore,4,8.84
47.76.94.15,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,8.84
47.245.52.165,80,80,false,NRT,Asia Pacific,Tokyo,96,8.84
47.74.6.16,2096,2096,true,NRT,Asia Pacific,Tokyo,87,8.84
8.222.212.219,2095,2095,false,SIN,Asia Pacific,Singapore,5,8.84
8.219.242.131,2096,2096,true,SIN,Asia Pacific,Singapore,138,8.84
8.219.79.74,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.83
47.236.17.165,2096,2096,true,SIN,Asia Pacific,Singapore,55,8.83
47.236.116.208,8443,8443,true,SIN,Asia Pacific,Singapore,125,8.83
8.222.168.234,2087,2087,true,SIN,Asia Pacific,Singapore,132,8.82
8.222.198.105,443,443,true,SIN,Asia Pacific,Singapore,66,8.82
8.219.93.85,2086,2086,false,SIN,Asia Pacific,Singapore,14,8.82
8.219.249.38,2086,2086,false,SIN,Asia Pacific,Singapore,36,8.82
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.82
8.219.58.64,2096,2096,true,SIN,Asia Pacific,Singapore,109,8.81
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,8.81
47.74.15.120,8443,8443,true,NRT,Asia Pacific,Tokyo,351,8.81
8.218.2.181,2053,2053,true,HKG,Asia Pacific,Hong Kong,51,8.81
47.245.3.137,8880,8880,false,NRT,Asia Pacific,Tokyo,147,8.81
8.219.232.219,2053,2053,true,SIN,Asia Pacific,Singapore,109,8.81
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,8.81
47.74.22.171,2052,2052,false,NRT,Asia Pacific,Tokyo,74,8.81
8.218.52.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,8.80
8.218.146.204,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,8.80
47.236.7.246,2096,2096,true,SIN,Asia Pacific,Singapore,17,8.80
47.245.6.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,174,8.80
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.80
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,8.80
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,23,8.80
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,9,8.79
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,8.79
47.74.34.162,80,80,false,NRT,Asia Pacific,Tokyo,265,8.79
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,8.79
47.236.198.189,2095,2095,false,SIN,Asia Pacific,Singapore,27,8.79
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,7,8.79
47.236.97.254,2096,2096,true,SIN,Asia Pacific,Singapore,178,8.79
8.222.130.156,8880,8880,false,SIN,Asia Pacific,Singapore,34,8.79
8.219.11.158,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.79
47.74.13.200,8880,8880,false,NRT,Asia Pacific,Tokyo,217,8.79
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,104,8.79
47.236.156.14,2086,2086,false,SIN,Asia Pacific,Singapore,13,8.79
47.236.176.144,2096,2096,true,SIN,Asia Pacific,Singapore,126,8.78
47.74.42.17,8443,8443,true,NRT,Asia Pacific,Tokyo,269,8.78
47.236.249.41,2053,2053,true,SIN,Asia Pacific,Singapore,33,8.78
8.222.138.175,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.78
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,13,8.78
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,26,8.78
47.245.37.37,8080,8080,false,NRT,Asia Pacific,Tokyo,73,8.78
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,21,8.78
47.245.110.13,80,80,false,SIN,Asia Pacific,Singapore,30,8.78
8.209.222.31,8880,8880,false,NRT,Asia Pacific,Tokyo,76,8.78
8.219.53.142,2095,2095,false,SIN,Asia Pacific,Singapore,8,8.78
47.245.32.215,2052,2052,false,NRT,Asia Pacific,Tokyo,213,8.77
47.91.14.47,8443,8443,true,NRT,Asia Pacific,Tokyo,74,8.77
47.236.206.153,2087,2087,true,SIN,Asia Pacific,Singapore,221,8.77
8.219.90.196,2053,2053,true,SIN,Asia Pacific,Singapore,115,8.77
47.236.65.232,2096,2096,true,SIN,Asia Pacific,Singapore,82,8.77
47.245.107.174,443,443,true,SIN,Asia Pacific,Singapore,48,8.77
47.236.114.167,2052,2052,false,SIN,Asia Pacific,Singapore,18,8.77
47.236.11.84,443,443,true,SIN,Asia Pacific,Singapore,104,8.77
47.245.37.94,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.77
8.222.253.235,2082,2082,false,SIN,Asia Pacific,Singapore,5,8.76
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.76
8.222.160.61,8880,8880,false,SIN,Asia Pacific,Singapore,8,8.76
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,8.76
47.237.27.69,2053,2053,true,SIN,Asia Pacific,Singapore,115,8.76
8.218.142.253,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,8.75
47.74.43.24,2096,2096,true,NRT,Asia Pacific,Tokyo,86,8.75
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,23,8.75
8.222.240.47,2095,2095,false,SIN,Asia Pacific,Singapore,12,8.75
8.219.220.122,8880,8880,false,SIN,Asia Pacific,Singapore,9,8.75
8.222.221.109,80,80,false,SIN,Asia Pacific,Singapore,5,8.75
47.245.55.235,80,80,false,NRT,Asia Pacific,Tokyo,74,8.75
47.74.22.171,2083,2083,true,NRT,Asia Pacific,Tokyo,136,8.75
47.236.176.144,2052,2052,false,SIN,Asia Pacific,Singapore,24,8.75
47.236.4.129,8880,8880,false,SIN,Asia Pacific,Singapore,9,8.75
47.245.37.12,2095,2095,false,NRT,Asia Pacific,Tokyo,225,8.75
47.236.193.208,80,80,false,SIN,Asia Pacific,Singapore,56,8.74
47.236.116.208,8443,8443,true,SIN,Asia Pacific,Singapore,116,8.74
47.76.178.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,8.74
47.245.107.174,8880,8880,false,SIN,Asia Pacific,Singapore,9,8.74
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,10,8.74
8.218.243.95,2096,2096,true,HKG,Asia Pacific,Hong Kong,125,8.74
47.236.19.51,8080,8080,false,SIN,Asia Pacific,Singapore,11,8.73
47.236.194.67,80,80,false,HKG,Asia Pacific,Hong Kong,82,8.73
47.236.171.112,2083,2083,true,SIN,Asia Pacific,Singapore,47,8.73
47.236.201.98,80,80,false,SIN,Asia Pacific,Singapore,15,8.73
8.219.220.122,80,80,false,SIN,Asia Pacific,Singapore,50,8.73
8.222.159.252,8443,8443,true,SIN,Asia Pacific,Singapore,112,8.73
47.236.156.14,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.73
8.222.219.34,2095,2095,false,SIN,Asia Pacific,Singapore,6,8.72
47.236.116.26,2082,2082,false,SIN,Asia Pacific,Singapore,10,8.72
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,59,8.72
47.236.144.156,2095,2095,false,SIN,Asia Pacific,Singapore,8,8.72
8.219.139.13,2096,2096,true,SIN,Asia Pacific,Singapore,92,8.72
47.236.204.152,2086,2086,false,SIN,Asia Pacific,Singapore,32,8.72
8.219.73.21,2096,2096,true,SIN,Asia Pacific,Singapore,95,8.72
47.236.65.177,8880,8880,false,SIN,Asia Pacific,Singapore,24,8.71
8.222.167.8,8880,8880,false,SIN,Asia Pacific,Singapore,17,8.71
47.236.83.239,2083,2083,true,SIN,Asia Pacific,Singapore,124,8.71
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,18,8.71
8.222.227.191,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.71
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,8,8.71
8.219.106.15,2082,2082,false,SIN,Asia Pacific,Singapore,10,8.71
47.236.163.95,2082,2082,false,SIN,Asia Pacific,Singapore,21,8.70
47.236.23.135,2083,2083,true,SIN,Asia Pacific,Singapore,120,8.70
8.222.248.188,2053,2053,true,SIN,Asia Pacific,Singapore,78,8.70
47.236.173.200,2053,2053,true,SIN,Asia Pacific,Singapore,94,8.70
8.222.133.247,2095,2095,false,SIN,Asia Pacific,Singapore,8,8.70
47.74.11.219,8443,8443,true,NRT,Asia Pacific,Tokyo,403,8.70
8.222.198.105,2096,2096,true,SIN,Asia Pacific,Singapore,52,8.70
47.236.171.20,2087,2087,true,SIN,Asia Pacific,Singapore,114,8.70
47.236.123.218,2095,2095,false,SIN,Asia Pacific,Singapore,25,8.70
47.245.37.41,2082,2082,false,NRT,Asia Pacific,Tokyo,74,8.69
8.219.107.199,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.69
8.219.188.162,2086,2086,false,SIN,Asia Pacific,Singapore,8,8.69
47.91.23.146,8880,8880,false,NRT,Asia Pacific,Tokyo,73,8.69
8.222.227.191,2053,2053,true,SIN,Asia Pacific,Singapore,88,8.69
8.218.110.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,8.69
8.219.77.91,2087,2087,true,SIN,Asia Pacific,Singapore,137,8.69
47.236.92.191,2053,2053,true,HKG,Asia Pacific,Hong Kong,157,8.69
8.219.60.130,2053,2053,true,SIN,Asia Pacific,Singapore,154,8.69
47.236.149.160,2096,2096,true,SIN,Asia Pacific,Singapore,44,8.68
8.219.77.91,2053,2053,true,SIN,Asia Pacific,Singapore,109,8.68
47.74.5.233,8080,8080,false,NRT,Asia Pacific,Tokyo,72,8.68
47.245.113.12,8080,8080,false,SIN,Asia Pacific,Singapore,5,8.68
8.222.141.240,8880,8880,false,SIN,Asia Pacific,Singapore,24,8.68
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,21,8.68
8.222.193.65,8880,8880,false,SIN,Asia Pacific,Singapore,46,8.68
47.236.123.133,2096,2096,true,SIN,Asia Pacific,Singapore,150,8.67
8.219.73.188,2053,2053,true,SIN,Asia Pacific,Singapore,166,8.67
8.219.170.58,2096,2096,true,SIN,Asia Pacific,Singapore,97,8.66
8.222.213.221,2095,2095,false,SIN,Asia Pacific,Singapore,5,8.66
8.222.252.150,2086,2086,false,SIN,Asia Pacific,Singapore,7,8.66
8.222.184.198,2053,2053,true,SIN,Asia Pacific,Singapore,66,8.66
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,11,8.66
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,66,8.66
47.237.9.59,8880,8880,false,HKG,Asia Pacific,Hong Kong,101,8.65
47.74.27.94,8880,8880,false,NRT,Asia Pacific,Tokyo,266,8.65
47.74.40.13,8443,8443,true,NRT,Asia Pacific,Tokyo,110,8.65
47.236.192.198,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.65
8.222.131.102,80,80,false,SIN,Asia Pacific,Singapore,3,8.65
8.218.156.91,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,8.65
47.236.206.153,8880,8880,false,SIN,Asia Pacific,Singapore,67,8.65
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,11,8.64
47.236.227.21,2083,2083,true,SIN,Asia Pacific,Singapore,106,8.64
47.245.40.55,2053,2053,true,SIN,Asia Pacific,Singapore,187,8.64
8.218.119.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,8.64
47.236.202.91,2087,2087,true,SIN,Asia Pacific,Singapore,133,8.64
47.74.26.132,2087,2087,true,NRT,Asia Pacific,Tokyo,279,8.64
47.245.33.158,8880,8880,false,NRT,Asia Pacific,Tokyo,79,8.64
47.74.26.196,2053,2053,true,SIN,Asia Pacific,Singapore,229,8.64
47.236.204.110,2083,2083,true,SIN,Asia Pacific,Singapore,145,8.63
8.218.85.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,8.63
47.236.144.156,2095,2095,false,SIN,Asia Pacific,Singapore,30,8.63
8.222.248.188,2095,2095,false,SIN,Asia Pacific,Singapore,11,8.63
47.236.244.37,2083,2083,true,SIN,Asia Pacific,Singapore,147,8.63
47.236.39.34,8080,8080,false,SIN,Asia Pacific,Singapore,12,8.63
47.236.65.11,2086,2086,false,SIN,Asia Pacific,Singapore,13,8.62
47.236.65.11,2053,2053,true,SIN,Asia Pacific,Singapore,90,8.62
47.236.29.235,2053,2053,true,SIN,Asia Pacific,Singapore,110,8.62
8.209.212.5,2087,2087,true,NRT,Asia Pacific,Tokyo,188,8.62
47.236.12.73,8080,8080,false,SIN,Asia Pacific,Singapore,31,8.61
47.74.7.51,2086,2086,false,NRT,Asia Pacific,Tokyo,76,8.61
47.74.15.120,2087,2087,true,NRT,Asia Pacific,Tokyo,348,8.61
47.76.80.72,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,8.61
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,47,8.61
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,7,8.61
47.74.10.135,2095,2095,false,NRT,Asia Pacific,Tokyo,86,8.61
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,86,8.60
47.236.121.23,8443,8443,true,SIN,Asia Pacific,Singapore,108,8.60
8.222.152.165,443,443,true,HKG,Asia Pacific,Hong Kong,157,8.60
8.219.93.85,2087,2087,true,SIN,Asia Pacific,Singapore,110,8.60
8.222.212.116,2095,2095,false,SIN,Asia Pacific,Singapore,4,8.60
47.236.172.95,2053,2053,true,SIN,Asia Pacific,Singapore,55,8.60
47.245.59.244,8080,8080,false,NRT,Asia Pacific,Tokyo,345,8.60
47.236.79.77,8443,8443,true,SIN,Asia Pacific,Singapore,140,8.59
8.219.101.138,8080,8080,false,SIN,Asia Pacific,Singapore,8,8.59
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,169,8.59
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,150,8.59
8.219.198.34,2053,2053,true,HKG,Asia Pacific,Hong Kong,140,8.59
47.237.9.59,2052,2052,false,SIN,Asia Pacific,Singapore,24,8.58
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,96,8.58
8.219.193.22,8443,8443,true,SIN,Asia Pacific,Singapore,102,8.58
47.236.161.110,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.58
8.219.6.187,2052,2052,false,SIN,Asia Pacific,Singapore,49,8.58
47.237.70.15,2083,2083,true,SIN,Asia Pacific,Singapore,113,8.58
8.209.243.137,2083,2083,true,NRT,Asia Pacific,Tokyo,247,8.57
8.219.43.243,2095,2095,false,SIN,Asia Pacific,Singapore,11,8.57
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,112,8.57
8.222.191.158,2052,2052,false,SIN,Asia Pacific,Singapore,2,8.57
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,14,8.57
47.91.10.228,80,80,false,NRT,Asia Pacific,Tokyo,74,8.57
8.219.140.63,2082,2082,false,SIN,Asia Pacific,Singapore,13,8.57
8.222.168.234,80,80,false,SIN,Asia Pacific,Singapore,4,8.57
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,33,8.57
47.236.172.41,80,80,false,SIN,Asia Pacific,Singapore,25,8.56
8.222.191.158,2082,2082,false,SIN,Asia Pacific,Singapore,8,8.56
8.222.221.197,2082,2082,false,SIN,Asia Pacific,Singapore,18,8.56
8.219.81.50,80,80,false,SIN,Asia Pacific,Singapore,19,8.56
8.222.252.150,443,443,true,SIN,Asia Pacific,Singapore,79,8.56
8.219.58.64,8080,8080,false,SIN,Asia Pacific,Singapore,4,8.56
47.236.146.249,2096,2096,true,SIN,Asia Pacific,Singapore,208,8.56
8.210.250.120,2053,2053,true,HKG,Asia Pacific,Hong Kong,38,8.55
8.222.144.117,8443,8443,true,SIN,Asia Pacific,Singapore,86,8.55
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,5,8.55
8.222.208.83,80,80,false,HKG,Asia Pacific,Hong Kong,41,8.55
47.245.41.69,2052,2052,false,NRT,Asia Pacific,Tokyo,73,8.55
47.236.94.113,8880,8880,false,SIN,Asia Pacific,Singapore,25,8.55
47.74.55.130,8080,8080,false,NRT,Asia Pacific,Tokyo,88,8.54
8.219.86.200,2087,2087,true,SIN,Asia Pacific,Singapore,110,8.54
8.219.186.189,2096,2096,true,SIN,Asia Pacific,Singapore,83,8.54
8.219.101.138,2082,2082,false,SIN,Asia Pacific,Singapore,4,8.54
47.236.146.249,2052,2052,false,SIN,Asia Pacific,Singapore,15,8.54
8.219.140.229,8443,8443,true,SIN,Asia Pacific,Singapore,153,8.53
8.219.100.155,8443,8443,true,SIN,Asia Pacific,Singapore,98,8.53
8.218.110.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,8.53
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,12,8.53
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,8.53
8.219.104.242,8880,8880,false,SIN,Asia Pacific,Singapore,3,8.52
8.219.74.35,2052,2052,false,SIN,Asia Pacific,Singapore,20,8.52
8.218.204.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,8.52
8.219.228.157,80,80,false,SIN,Asia Pacific,Singapore,24,8.52
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,4,8.52
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,110,8.52
8.219.201.245,2095,2095,false,SIN,Asia Pacific,Singapore,14,8.51
8.222.160.61,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.51
8.218.18.132,2083,2083,true,HKG,Asia Pacific,Hong Kong,109,8.51
47.236.168.17,2053,2053,true,HKG,Asia Pacific,Hong Kong,89,8.51
8.219.145.245,2096,2096,true,SIN,Asia Pacific,Singapore,95,8.51
8.219.240.160,2083,2083,true,SIN,Asia Pacific,Singapore,119,8.51
47.245.33.163,2095,2095,false,NRT,Asia Pacific,Tokyo,82,8.51
8.222.244.123,8880,8880,false,SIN,Asia Pacific,Singapore,4,8.51
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,126,8.50
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,13,8.50
8.222.184.198,2052,2052,false,SIN,Asia Pacific,Singapore,13,8.50
47.237.22.84,2096,2096,true,SIN,Asia Pacific,Singapore,129,8.50
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,8.50
47.236.121.7,443,443,true,SIN,Asia Pacific,Singapore,74,8.50
47.236.176.144,8080,8080,false,SIN,Asia Pacific,Singapore,24,8.50
47.236.175.189,2052,2052,false,SIN,Asia Pacific,Singapore,29,8.49
8.219.228.30,2053,2053,true,SIN,Asia Pacific,Singapore,115,8.49
8.217.250.5,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,8.49
47.237.5.164,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.49
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,74,8.49
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,11,8.49
8.219.74.35,443,443,true,SIN,Asia Pacific,Singapore,50,8.48
47.245.15.207,2086,2086,false,NRT,Asia Pacific,Tokyo,73,8.48
8.219.249.148,8080,8080,false,SIN,Asia Pacific,Singapore,37,8.48
47.245.39.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,389,8.48
47.74.54.145,8080,8080,false,NRT,Asia Pacific,Tokyo,87,8.48
47.74.13.66,2096,2096,true,NRT,Asia Pacific,Tokyo,342,8.47
47.236.94.113,2096,2096,true,SIN,Asia Pacific,Singapore,121,8.47
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,110,8.47
8.222.248.188,2082,2082,false,SIN,Asia Pacific,Singapore,8,8.47
8.219.107.199,2086,2086,false,SIN,Asia Pacific,Singapore,6,8.47
